ID,Street name,lien,longueur (m),osm_wid,osm_nidx,lon,lat,len
2757,Boulevard des Arceaux,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2757.html""; ""2757"")",25.29,162938348,"[1501644018, 1597113928]","[3.865409, 3.865722]","[43.611789, 43.611767]",[25.29]
2762,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2762.html""; ""2762"")",63.04,162938375,"[282952882, 282952890]","[3.868488, 3.868431]","[43.612069, 43.611503]",[63.04]
2765,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2765.html""; ""2765"")",90.26,162938375,"[282952893, 282952883, 2447153211L, 282952885, 282952888]","[3.868412, 3.86836, 3.868372, 3.8685400000000003, 3.868753]","[43.611336, 43.610853, 43.610813, 43.610762, 43.610744]","[53.85, 4.53, 14.67, 17.21]"
2766,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2766.html""; ""2766"")",64.95,162938375,"[282952888, 282952894]","[3.868753, 3.869555]","[43.610744, 43.610677]",[64.95]
2767,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2767.html""; ""2767"")",160.56,162938375,"[282952894, 282933599]","[3.869555, 3.871542]","[43.610677, 43.610546]",[160.56]
2768,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2768.html""; ""2768"")",95.26,162970016,"[1746740354, 1746740355, 1746740358, 1746740356, 1746080600]","[3.887585, 3.887454, 3.887367, 3.887259, 3.886689]","[43.606241, 43.60625, 43.606265, 43.606329, 43.606759]","[10.6, 7.22, 11.19, 66.25]"
2769,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2769.html""; ""2769"")",162.31,162975775,"[282726564, 2279471913L, 1746087996, 1746087997, 1746088001, 2279471923L, 1746087999, 1746088000, 1746087998, 2279471924L, 1746087994, 2279471926L, 265089993]","[3.887961, 3.887988, 3.888039, 3.8881959999999998, 3.888346, 3.888458, 3.888586, 3.8886089999999998, 3.888575, 3.888319, 3.888302, 3.8883039999999998, 3.888321]","[43.605625, 43.605645, 43.605683, 43.605782, 43.606136, 43.606174, 43.606196, 43.606321, 43.60641, 43.606634, 43.606665, 43.606719, 43.606795]","[3.09, 5.88, 16.82, 41.14, 9.93, 10.58, 14.04, 10.29, 32.3, 3.68, 6.01, 8.55]"
2770,Rue Auguste Comte,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2770.html""; ""2770"")",116.87,163573647,"[252275846, 1106055438, 2618667816L, 3944529371L]","[3.868558, 3.868468, 3.868426, 3.867439]","[43.610367, 43.610312, 43.610288, 43.609697]","[9.51, 4.27, 103.09]"
2771,Place Pierre Flotte,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2771.html""; ""2771"")",32.02,163573648,"[61789331, 291368933, 252275846]","[3.868698, 3.8686949999999998, 3.868558]","[43.610623, 43.610505, 43.610367]","[13.14, 18.88]"
2772,Place Henri Krasucki,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2772.html""; ""2772"")",20.63,164832737,"[2030942934, 2030942904, 2564078436L, 74929834]","[3.873667, 3.873566, 3.873518, 3.8734729999999997]","[43.619644, 43.61958, 43.619618, 43.619599]","[10.78, 5.68, 4.17]"
2774,Place Henri Krasucki,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2774.html""; ""2774"")",33.83,164832737,"[74928927, 2030942894, 2030942948, 20932623]","[3.8732860000000002, 3.8732439999999997, 3.873216, 3.87326]","[43.619562, 43.619569, 43.619804, 43.619824]","[3.44, 26.23, 4.16]"
2775,Place Henri Krasucki,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2775.html""; ""2775"")",46.54,164832737,"[20932623, 3574780994L, 2030942938]","[3.87326, 3.8735910000000002, 3.873636]","[43.619824, 43.619844, 43.619668]","[26.72, 19.82]"
2776,Route de Mende,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2776.html""; ""2776"")",218.29,164832739,"[79923141, 2004133864, 67418936, 67418935, 67418934, 67418933, 1473462409, 78397949]","[3.869945, 3.869945, 3.86991, 3.869473, 3.869356, 3.869388, 3.869415, 3.869453]","[43.629382, 43.629298, 43.629218, 43.628416, 43.628047, 43.627677, 43.627602, 43.627498]","[9.37, 9.31, 95.83, 41.99, 41.26, 8.62, 11.91]"
2777,Route de Mende,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2777.html""; ""2777"")",37.69,164832739,"[78397949, 67418932]","[3.869453, 3.869602]","[43.627498, 43.627176]",[37.69]
2778,Route de Mende,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2778.html""; ""2778"")",32.91,164832739,"[67418932, 1473462396, 1473453574, 20932638]","[3.869602, 3.869663, 3.869681, 3.869745]","[43.627176, 43.627058, 43.627027, 43.626899]","[14.08, 3.67, 15.16]"
2781,Rue Emile Zola,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2781.html""; ""2781"")",43.32,166337281,"[291368935, 61789330]","[3.868699, 3.868952]","[43.610261, 43.610604]",[43.32]
2782,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2782.html""; ""2782"")",22.65,166750725,"[1781959620, 1781959619]","[3.891817, 3.8919420000000002]","[43.605356, 43.605539]",[22.65]
2784,Avenue Marie de Montpellier,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2784.html""; ""2784"")",100.29,168188752,"[1794779675, 3665755533L, 280940968, 21670420, 951292300]","[3.898234, 3.898151, 3.897468, 3.897259, 3.8971489999999998]","[43.601229000000004, 43.601224, 43.600986, 43.600868, 43.600806]","[6.72, 60.99, 21.31, 11.27]"
2785,Avenue Marie de Montpellier,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2785.html""; ""2785"")",196.58,168188753,"[1327985774, 21670421, 280941110, 2007668073, 1794779688]","[3.897526, 3.897598, 3.898954, 3.899002, 3.899742]","[43.6008, 43.600828, 43.601285, 43.601301, 43.601544]","[6.58, 120.34, 4.29, 65.37]"
2786,Place Christophe Colomb,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2786.html""; ""2786"")",22.59,168188755,"[294598634, 946858889, 60939794]","[3.898989, 3.898879, 3.8987119999999997]","[43.606035, 43.606057, 43.606064]","[9.14, 13.45]"
2787,Place Christophe Colomb,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2787.html""; ""2787"")",29.5,168188755,"[60939794, 60939795, 653597, 948086219, 294598629]","[3.8987119999999997, 3.898635, 3.8985659999999998, 3.8984829999999997, 3.898431]","[43.606064, 43.60604, 43.60601, 43.605962, 43.605904]","[6.76, 6.5, 8.53, 7.71]"
2788,Place Christophe Colomb,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2788.html""; ""2788"")",23.61,168188755,"[294598629, 294598632, 1605478328, 1605478327]","[3.898431, 3.898387, 3.898366, 3.898348]","[43.605904, 43.605827, 43.605763, 43.605701]","[9.23, 7.33, 7.05]"
2789,Place Christophe Colomb,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2789.html""; ""2789"")",20.6,168188755,"[1605478327, 1605478324, 946858914, 1605478310]","[3.898348, 3.898365, 3.8983939999999997, 3.898434]","[43.605701, 43.605631, 43.605577, 43.605528]","[7.83, 6.48, 6.29]"
2790,Place Christophe Colomb,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2790.html""; ""2790"")",28.09,168188755,"[1605478310, 653600, 294598636, 132817806]","[3.898434, 3.898493, 3.898618, 3.898721]","[43.605528, 43.605479, 43.605418, 43.605394]","[7.2, 12.16, 8.73]"
2791,Place Christophe Colomb,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2791.html""; ""2791"")",38.17,168188755,"[132817806, 653601, 653602, 132819256, 946858828]","[3.898721, 3.898843, 3.898958, 3.899079, 3.899153]","[43.605394, 43.605388, 43.605405, 43.605449, 43.605497]","[9.86, 9.42, 10.88, 8.01]"
2793,Place Christophe Colomb,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2793.html""; ""2793"")",27.97,168188755,"[653603, 946858858, 292876714, 653604]","[3.8992009999999997, 3.899249, 3.899269, 3.899266]","[43.605543, 43.605615, 43.605676, 43.605785]","[8.96, 6.88, 12.13]"
2794,Place Christophe Colomb,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2794.html""; ""2794"")",28.26,168188755,"[653604, 946858846, 653605, 946858869, 653606]","[3.899266, 3.8992459999999998, 3.89921, 3.899159, 3.899084]","[43.605785, 43.605838, 43.605894, 43.605946, 43.605996]","[6.12, 6.92, 7.05, 8.17]"
2798,Avenue Charles Flahault,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2798.html""; ""2798"")",53.14,168281256,"[248036362, 1336909380]","[3.8637889999999997, 3.864061]","[43.622358, 43.621922]",[53.14]
2799,Avenue Charles Flahault,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2799.html""; ""2799"")",63.15,168281256,"[1336909380, 247307012, 2002540228, 933849206]","[3.864061, 3.86407, 3.864102, 3.864385]","[43.621922, 43.621907, 43.621857, 43.621405]","[1.9300000000000002, 6.09, 55.13]"
2800,Avenue Charles Flahault,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2800.html""; ""2800"")",175.18,168281256,"[933849206, 2362899756L, 933849198, 1230002217, 247307014, 247307015]","[3.864385, 3.864422, 3.864569, 3.864785, 3.865179, 3.865318]","[43.621405, 43.621344, 43.621099, 43.620726, 43.620143, 43.619982]","[7.44, 29.65, 44.94, 72.12, 21.03]"
2801,Rue Henri Dunant,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2801.html""; ""2801"")",56.26,168281257,"[244909680, 244909682, 119549981]","[3.8670869999999997, 3.866539, 3.866399]","[43.626559, 43.626494, 43.626469]","[44.67, 11.59]"
2802,Avenue Charles Flahault,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2802.html""; ""2802"")",147.13,168284764,"[247307015, 247307017, 247307018]","[3.865318, 3.8652509999999998, 3.8646149999999997]","[43.619982, 43.62019, 43.621201]","[23.64, 123.49]"
2803,Avenue Charles Flahault,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2803.html""; ""2803"")",27.92,168284764,"[247307018, 2362899760L, 248038599]","[3.8646149999999997, 3.864515, 3.864479]","[43.621201, 43.621373, 43.621432]","[20.7, 7.22]"
2804,Avenue Charles Flahault,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2804.html""; ""2804"")",62.63,168284764,"[248038599, 933849085, 2002540229, 248037304]","[3.864479, 3.864422, 3.8642019999999997, 3.864166]","[43.621432, 43.621523, 43.621889, 43.621949]","[11.09, 44.34, 7.2]"
2805,Avenue Charles Flahault,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2805.html""; ""2805"")",64.22,168284764,"[248037304, 247307019, 316624663]","[3.864166, 3.864033, 3.863832]","[43.621949, 43.622181, 43.622473]","[27.98, 36.24]"
2808,Allee Henri II de Montmorency,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2808.html""; ""2808"")",45.43,169814431,"[939396416, 247213926, 1809723643, 939396390]","[3.885536, 3.885326, 3.885084, 3.884979]","[43.610338, 43.610321, 43.610303, 43.610278]","[16.99, 19.52, 8.92]"
2810,Allee Henri II de Montmorency,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2810.html""; ""2810"")",55.61,169814432,"[1809723632, 1809723633, 1809723634, 1809723635, 1809723637, 1809723638, 1560238793]","[3.884892, 3.884954, 3.885003, 3.885035, 3.885104, 3.885322, 3.885541]","[43.610181, 43.610213, 43.610244, 43.610259, 43.61027, 43.610293, 43.610313]","[6.15, 5.25, 3.08, 5.67, 17.76, 17.7]"
2814,Avenue du Piree,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2814.html""; ""2814"")",75.78,169949707,"[1810965006, 247257118, 1585115917]","[3.896208, 3.896321, 3.896481]","[43.604314, 43.604582, 43.604967]","[31.12, 44.66]"
2819,Chemin des Barques,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2819.html""; ""2819"")",47.83,169949723,"[950758549, 256037290, 283549929]","[3.89568, 3.895584, 3.895111]","[43.604285, 43.604306, 43.604408]","[8.07, 39.76]"
2823,Place des Beaux-Arts,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2823.html""; ""2823"")",47.09,170262287,"[1814120938, 3574719998L, 1814120947]","[3.880944, 3.881251, 3.881283]","[43.615784, 43.616099, 43.61613]","[42.81, 4.28]"
2824,Place des Beaux-Arts,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2824.html""; ""2824"")",30.62,170262288,"[1814120939, 70966070]","[3.881489, 3.881269]","[43.61602, 43.615795]",[30.62]
2825,Place des Beaux-Arts,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2825.html""; ""2825"")",25.64,170262288,"[70966070, 1814120932, 1814120923, 1814120916]","[3.881269, 3.881141, 3.8811109999999998, 3.88104]","[43.615795, 43.615675, 43.615662, 43.615646]","[16.84, 2.81, 5.99]"
2826,Avenue Frederic Sabatier-d'Espeyran,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2826.html""; ""2826"")",32.63,171497775,"[1433425322, 1433479369, 1407205893, 289080560]","[3.8620989999999997, 3.862052, 3.862013, 3.861824]","[43.623924, 43.623886, 43.623847, 43.623709]","[5.73, 5.32, 21.58]"
2827,Rue Clapies,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2827.html""; ""2827"")",20.53,173474789,"[61789330, 61789331]","[3.868952, 3.868698]","[43.610604, 43.610623]",[20.53]
2828,Rue des Pertuisanes,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2828.html""; ""2828"")",109.37,175565650,"[267782163, 1861387419, 3790639351L, 3790639352L, 940558960]","[3.8857530000000002, 3.885968, 3.885988, 3.886023, 3.886251]","[43.607925, 43.608588, 43.608615, 43.608646, 43.608809]","[75.77, 3.4, 4.45, 25.75]"
2830,Quai du Verdanson,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2830.html""; ""2830"")",79.75,180137056,"[39724115, 2292401088L, 1117098852, 39724116, 39724117, 1117098849, 39724120]","[3.881281, 3.881125, 3.880885, 3.880786, 3.880708, 3.880522, 3.880317]","[43.614978, 43.614956, 43.614907, 43.614898, 43.614898, 43.614921, 43.61497]","[12.82, 20.04, 7.99, 6.31, 15.18, 17.41]"
2831,Quai du Verdanson,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2831.html""; ""2831"")",102.75,180137056,"[39724120, 2169566427L, 290820720, 61714897, 1905841824]","[3.880317, 3.880086, 3.87933, 3.879212, 3.879094]","[43.61497, 43.615017, 43.6152, 43.615222, 43.615229]","[19.22, 64.18, 9.79, 9.56]"
2832,Quai du Verdanson,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2832.html""; ""2832"")",78.67,180137057,"[39724052, 1905841825, 1117114274, 1117114277, 1117114355, 1117114321, 290820721]","[3.878926, 3.878778, 3.878682, 3.878519, 3.8783440000000002, 3.878151, 3.877948]","[43.615216, 43.615212, 43.615209, 43.615209, 43.615211, 43.615213, 43.615217]","[11.92, 7.68, 13.18, 14.01, 15.52, 16.36]"
2833,Quai du Verdanson,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2833.html""; ""2833"")",176.97,180137058,"[451006547, 1905841813, 1117275337, 451006724, 451006721, 1117098814, 1117098843, 1968231082]","[3.878945, 3.87908, 3.879138, 3.880522, 3.880686, 3.880857, 3.880975, 3.881058]","[43.615149, 43.615122, 43.615108, 43.614788, 43.614751, 43.614759, 43.61477, 43.614778]","[11.28, 4.93, 116.84, 13.84, 13.81, 9.54, 6.73]"
2834,Quai du Verdanson,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2834.html""; ""2834"")",26.77,180137058,"[1968231082, 1117098839, 1968235860, 3780633475L, 3780633476L, 1992311759]","[3.881058, 3.88112, 3.88116, 3.8812889999999998, 3.881337, 3.881374]","[43.614778, 43.61479, 43.614799, 43.614825, 43.614837, 43.614852]","[5.19, 3.35, 10.81, 4.05, 3.37]"
2835,Quai du Verdanson,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2835.html""; ""2835"")",50.07,180137059,"[1992311759, 3780633478L, 1992311770, 3780633482L, 1992311769, 1992311771, 3780633485L, 3780633092L]","[3.881374, 3.881423, 3.881437, 3.881503, 3.881585, 3.88173, 3.881906, 3.881947]","[43.614852, 43.614871, 43.614876, 43.614899, 43.614919, 43.614942, 43.614963, 43.614999]","[4.51, 1.28, 5.86, 6.93, 12.0, 14.3, 5.19]"
2838,Rue Michel Verniere,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2838.html""; ""2838"")",70.27,180137061,"[2585607632L, 1992311752, 61098732, 2078160356, 3005029751L]","[3.881177, 3.881118, 3.881058, 3.8807679999999998, 3.880673]","[43.614657, 43.61456, 43.614491, 43.614198, 43.614149]","[11.8, 9.06, 39.99, 9.42]"
2840,None-secondary,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2840.html""; ""2840"")",125.32,180152643,"[1117114353, 2169562661L, 1905837844, 1905837847, 1905841810, 1905837813, 451006547]","[3.877393, 3.877589, 3.878008, 3.878418, 3.8787760000000002, 3.878933, 3.878945]","[43.615221, 43.61521, 43.615172, 43.615166, 43.615164, 43.615149, 43.615149]","[15.81, 34.01, 32.99, 28.81, 12.69, 1.01]"
2842,Quai du Verdanson,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2842.html""; ""2842"")",20.38,180162631,"[61098780, 3780633090L, 3780633089L, 3780633088L, 2292401092L, 39724115]","[3.881533, 3.881506, 3.881459, 3.8814159999999998, 3.881347, 3.881281]","[43.614994, 43.614993, 43.614991, 43.614989, 43.614984, 43.614978]","[2.17, 3.7800000000000002, 3.46, 5.64, 5.33]"
2844,Rue Bernard Delicieux,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2844.html""; ""2844"")",109.04,180162632,"[2304168775L, 1624181396, 76466849, 290828181, 1968231093, 1968231105, 1968231106, 1968231072]","[3.882205, 3.882247, 3.883062, 3.883104, 3.883132, 3.883142, 3.883148, 3.883142]","[43.615642, 43.61562, 43.615194, 43.615167, 43.61513, 43.615082, 43.615022, 43.614998]","[4.13, 80.85, 4.55, 4.74, 5.36, 6.69, 2.7199999999999998]"
2845,Rue Michel de l'Hospital,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2845.html""; ""2845"")",54.44,181624734,"[249791084, 2327842474L, 2327842473L, 2327842475L, 2327842476L, 249791085, 2327842472L, 1261931507, 2327842471L, 249791086, 249791087]","[3.883616, 3.883544, 3.883476, 3.883339, 3.883278, 3.883232, 3.883188, 3.883167, 3.883158, 3.883156, 3.883164]","[43.612967, 43.612928, 43.612923, 43.612944, 43.612949, 43.612943, 43.612915, 43.612891, 43.612863, 43.612832, 43.612767]","[7.28, 5.49, 11.27, 4.9, 3.7800000000000002, 4.77, 3.06, 3.2, 3.51, 7.18]"
2847,Quai du Verdanson,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2847.html""; ""2847"")",39.08,181630374,"[290820721, 2113071826, 2169562632L, 1968238565, 61714899]","[3.877948, 3.877798, 3.877625, 3.877554, 3.8775139999999997]","[43.615217, 43.615235, 43.615278, 43.615326, 43.615352]","[12.25, 14.69, 7.84, 4.3]"
2848,Avenue Bouisson Bertrand,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2848.html""; ""2848"")",84.42,181630554,"[622373017, 287968029, 1583996894, 287947928, 290820238]","[3.87467, 3.874619, 3.874519, 3.874498, 3.873907]","[43.616249, 43.616296, 43.616372, 43.616387, 43.616769]","[6.6, 11.7, 2.4, 63.72]"
2849,Place du Pere Regis,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2849.html""; ""2849"")",34.25,182777602,"[1931294089, 3076532517L, 1931294087, 251353066]","[3.865991, 3.866125, 3.866177, 3.8664009999999998]","[43.613788, 43.613758, 43.613746, 43.613704]","[11.25, 4.4, 18.6]"
2851,Rue Hippolyte Rech,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2851.html""; ""2851"")",28.17,182777604,"[1931294254, 1931294245, 1931294241, 1931294236, 247386209]","[3.8635289999999998, 3.863428, 3.863384, 3.863303, 3.863267]","[43.618646, 43.618564, 43.618535, 43.618495, 43.618481]","[12.14, 4.88, 7.88, 3.27]"
2852,Rue Hippolyte Rech,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2852.html""; ""2852"")",27.66,182777605,"[247386216, 1931294222, 1931294232, 1931294248, 1931294254]","[3.863378, 3.8634, 3.863443, 3.863493, 3.8635289999999998]","[43.618423, 43.618442, 43.618503, 43.618579, 43.618646]","[2.7800000000000002, 7.57, 9.32, 7.99]"
2853,Rue de Las Sorbes,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2853.html""; ""2853"")",29.62,182777606,"[3011019995L, 1931294178, 1931294174, 1931294165, 1931294162, 1931294159]","[3.863094, 3.86308, 3.863072, 3.863039, 3.863003, 3.862947]","[43.618334, 43.618268, 43.618237, 43.61819, 43.618147, 43.618096]","[7.43, 3.52, 5.84, 5.54, 7.29]"
2854,Rue de Las Sorbes,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2854.html""; ""2854"")",29.99,182777607,"[1931294159, 1931294161, 1931294164, 1931294166, 1931294175]","[3.862947, 3.863056, 3.863134, 3.863171, 3.8632400000000002]","[43.618096, 43.618135, 43.618178, 43.618209, 43.618258]","[9.77, 7.91, 4.54, 7.77]"
2855,Rue du Pous de las Sers,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2855.html""; ""2855"")",25.87,182777608,"[1931294209, 1931294224, 1931294240, 1931294246]","[3.864604, 3.864532, 3.864466, 3.864405]","[43.618384, 43.618453, 43.61852, 43.618567]","[9.59, 9.13, 7.15]"
2856,Rue du Pous de las Sers,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2856.html""; ""2856"")",22.06,182777609,"[1931294246, 1931294234, 1931294228, 1931294219, 1931294204]","[3.864405, 3.864439, 3.864443, 3.86444, 3.8644119999999997]","[43.618567, 43.618493, 43.618463, 43.618438, 43.618375]","[8.67, 3.29, 2.77, 7.33]"
2857,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2857.html""; ""2857"")",183.32,183397427,"[1432302737, 1937685517, 1937685536, 2959278527L, 1937685534, 2959280781L, 1937685509, 2959280763L, 1937685508, 2959280745L, 1937685523, 1937685521, 1937685530]","[3.9064550000000002, 3.9066359999999998, 3.90667, 3.906739, 3.9068389999999997, 3.90694, 3.907091, 3.907733, 3.907874, 3.907962, 3.9081289999999997, 3.908228, 3.908372]","[43.602306, 43.602069, 43.602016, 43.601954, 43.601892, 43.60185, 43.601819, 43.601746, 43.601725, 43.601707, 43.601665, 43.601665, 43.601686]","[30.1, 6.49, 8.88, 10.51, 9.37, 12.66, 52.35, 11.57, 7.37, 14.26, 7.92, 11.84]"
2858,Rue du Grand Saint-Jean,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2858.html""; ""2858"")",22.85,186099801,"[247279097, 1755114708, 1745322079, 945857684]","[3.874793, 3.874886, 3.874982, 3.8750679999999997]","[43.605237, 43.605252, 43.605273, 43.605288]","[7.64, 8.08, 7.13]"
2860,Rue des Cardeurs,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2860.html""; ""2860"")",31.97,187697120,"[1983290747, 3788300847L, 289141309]","[3.868374, 3.868143, 3.8681039999999998]","[43.600309, 43.600127, 43.600098]","[27.44, 4.53]"
2861,Quai du Verdanson,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2861.html""; ""2861"")",20.37,188608967,"[61098780, 1992311758, 3780633479L, 1992311759]","[3.881533, 3.881463, 3.881405, 3.881374]","[43.614994, 43.614928, 43.61488, 43.614852]","[9.28, 7.02, 4.07]"
2862,Rue de la Fontaine du Pila,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2862.html""; ""2862"")",43.16,188608969,"[3780633469L, 976921235, 520788951, 1117085589, 1821683115, 1117085608, 1821683107, 3780633462L, 520788952, 1821683029, 520788937]","[3.8812629999999997, 3.881277, 3.881293, 3.8813079999999998, 3.881318, 3.88133, 3.8813519999999997, 3.8813839999999997, 3.881432, 3.881468, 3.88153]","[43.614739, 43.614709, 43.614667, 43.614618, 43.614581, 43.614553, 43.614518, 43.614493, 43.614465, 43.614451, 43.61443]","[3.52, 4.85, 5.53, 4.21, 3.23, 4.33, 3.75, 4.99, 3.32, 5.43]"
2863,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2863.html""; ""2863"")",27.63,190155993,"[2007666296, 2007666295]","[3.890194, 3.890536]","[43.608865, 43.608843]",[27.63]
2865,None-residential,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2865.html""; ""2865"")",26.92,190155996,"[247257089, 2007666340, 2007666341, 2007666343, 977674846]","[3.8947060000000002, 3.894609, 3.894543, 3.894501, 3.894478]","[43.609595, 43.609622, 43.609654, 43.609689, 43.60975]","[8.31, 6.47, 5.12, 7.02]"
2866,None-pedestrian,"LIEN.HYPERTEXTE(""http://countemp.github.io/vivetic_Montpellier/links/DualView2866.html""; ""2866"")",196.93,190155999,"[282710979, 2007666288, 2007666282, 2007666281, 2007666280, 2007666278, 2007666276, 2007666274, 2007666273]","[3.892595, 3.892658, 3.893798, 3.893836, 3.893893, 3.893947, 3.893976, 3.8939719999999998, 3.893891]","[43.608694, 43.608688, 43.6086, 43.608588, 43.608567, 43.608522, 43.608454, 43.608379, 43.607768]","[5.1, 92.27, 3.3, 5.21, 6.61, 7.93, 8.29, 68.22]"
